Destination,Month,Duration,Age,Gender,Accomodation Style,Budget
Dubai,February,15,41,Male,Resort,43778.73
Tokyo,October,17,29,Male,Eco-Lodge,2017.18
Cartagena,May,16,57,Male,Vacation Rental,22972.1
Paris,August,6,22,Female,Villa,44437.28
Copenhagen,March,15,20,Male,Hostel,49628.81
Santorini,September,18,39,Male,Hostel,17406.26
Dubai,October,7,27,Female,Eco-Lodge,47363.78
Reykjavik,August,8,30,Female,Hotel,23135.86
Hoi An,August,5,58,Female,Eco-Lodge,19997.49
Hoi An,June,11,29,Female,Hotel,3182.8
Luxembourg City,July,15,50,Male,Vacation Rental,31834.94
Luxembourg City,January,6,19,Male,Hotel,34874.22
Rome,February,14,19,Female,Hotel,45144.98
Tokyo,June,6,48,Male,Villa,26266.02
Reykjavik,April,13,49,Female,Vacation Rental,28822.82
Santorini,February,12,37,Male,Airbnb,19453.81
London,March,16,37,Female,Villa,5055.39
Cairo,January,5,58,Male,Hotel,44804.19
Dubai,July,8,53,Male,Resort,5755.85
Cartagena,November,9,24,Male,Hotel,43163.46
Seoul,September,13,63,Female,Hotel,38581.2
New York,February,8,64,Female,Resort,18345.01
Luxembourg City,July,18,64,Male,Hotel,49176.36
Salzburg,February,18,34,Female,Hostel,32737.28
Salzburg,October,13,25,Male,Hostel,7355.13
Cartagena,April,5,36,Male,Eco-Lodge,37052.74
Cancun,December,11,27,Male,Hostel,40952.43
Cape Town,December,7,29,Female,Airbnb,46397.36
Cancun,April,13,43,Male,Villa,49839.83
Cape Town,April,5,28,Female,Vacation Rental,42037.38
Marrakech,June,17,23,Male,Resort,25894.83
Vancouver,December,9,39,Male,Hotel,28248.53
Hoi An,January,9,23,Male,Airbnb,1767.85
Marrakech,March,13,36,Male,Hotel,39667.76
Sydney,November,8,21,Female,Villa,19350.01
Porto,March,8,27,Male,Airbnb,44314.76
Phuket,July,18,55,Male,Hotel,19038.76
Seoul,March,12,25,Female,Hostel,43691.4
Paris,September,18,29,Male,Airbnb,17011.61
Tokyo,November,14,61,Male,Hotel,20894.04
Phuket,January,7,30,Female,Villa,44174.53
Edinburgh,August,16,62,Female,Resort,32093.06
New York,May,7,42,Male,Vacation Rental,26832.36
Honolulu,August,17,52,Male,Resort,23913.05
Seoul,September,18,23,Male,Resort,45381.23
Edinburgh,July,13,25,Female,Hotel,35568.48
Cape Town,September,7,55,Female,Hostel,4205.22
Bali,May,7,59,Male,Resort,38235.19
Bali,March,7,29,Male,Vacation Rental,42808.83
New York,June,11,32,Male,Vacation Rental,8060.1
Luxembourg City,January,6,65,Male,Hotel,33217.36
Edinburgh,March,14,49,Female,Vacation Rental,1581.27
Santorini,May,5,25,Male,Hostel,36449.34
Vancouver,January,13,37,Male,Resort,16287.06
Cartagena,June,17,20,Male,Eco-Lodge,48644.73
Cairo,May,11,53,Female,Villa,14239.34
Salzburg,June,16,65,Female,Hotel,3962.96
Salzburg,January,7,22,Female,Vacation Rental,17396.73
Barcelona,December,6,21,Male,Airbnb,30033.72
London,February,15,63,Male,Resort,28357.69
Kathmandu,March,18,56,Female,Hostel,25166.39
Luxembourg City,July,12,23,Male,Eco-Lodge,33506.53
Luxembourg City,September,7,55,Male,Eco-Lodge,24407.17
New York,July,6,18,Female,Vacation Rental,6773.91
Copenhagen,February,7,46,Male,Vacation Rental,21037.83
New York,September,18,46,Female,Hostel,21775.13
Hoi An,March,18,21,Female,Villa,29443.39
Sydney,September,12,51,Male,Hotel,26900.78
Reykjavik,October,8,27,Male,Resort,22980.59
Luxembourg City,June,6,32,Female,Hostel,33752.25
New York,October,9,54,Male,Villa,30623.89
Hoi An,May,18,55,Male,Vacation Rental,44763.65
London,August,15,50,Male,Airbnb,46706.64
Hoi An,July,11,54,Female,Hostel,18963.94
Salzburg,April,13,49,Male,Villa,9201.86
Seoul,July,9,20,Male,Villa,19599.46
Barcelona,December,11,65,Female,Airbnb,42393.95
Rio de Janeiro,September,16,52,Male,Eco-Lodge,12317.98
Rome,July,7,27,Male,Vacation Rental,24859.34
New York,October,6,57,Male,Resort,32698.68
Marrakech,December,5,49,Female,Airbnb,29524.49
Seoul,March,8,53,Male,Resort,25554.09
Marrakech,March,17,64,Female,Airbnb,13294.15
Seoul,January,9,49,Female,Eco-Lodge,15843.39
Rio de Janeiro,June,16,60,Female,Hostel,2892.09
Amsterdam,April,12,49,Female,Resort,40512.62
Copenhagen,November,17,63,Female,Vacation Rental,49375.99
Edinburgh,June,14,20,Male,Vacation Rental,26252.02
Paris,July,6,48,Male,Airbnb,36846.84
Marrakech,July,9,61,Female,Hotel,10525.71
Salzburg,February,12,47,Female,Airbnb,27943.67
Honolulu,August,9,36,Female,Hotel,12581.1
Dubai,May,10,27,Male,Hotel,46658.79
Kathmandu,July,10,31,Male,Eco-Lodge,27438.97
Dublin,June,15,30,Male,Villa,35707.3
Cape Town,June,15,48,Male,Vacation Rental,11632.05
Dublin,February,12,22,Male,Eco-Lodge,47396.85
New York,March,10,35,Male,Hotel,28811.94
Porto,June,17,62,Male,Vacation Rental,25247.89
Luxembourg City,August,11,35,Female,Resort,20319.51
Santorini,June,18,43,Female,Resort,18830.05
Auckland,May,18,20,Male,Vacation Rental,7950.17
Cartagena,February,12,59,Male,Resort,38649.85
Sydney,June,9,19,Male,Eco-Lodge,41510.77
Paris,October,11,48,Male,Vacation Rental,11153.4
Cape Town,March,6,43,Female,Vacation Rental,21963.14
London,January,7,21,Male,Eco-Lodge,4888.87
Dublin,November,12,42,Female,Hostel,8483.31
Bali,December,9,64,Female,Airbnb,21208.78
Auckland,July,10,64,Female,Villa,39675.48
Bali,July,13,50,Female,Hostel,8630.25
Paris,October,16,63,Female,Airbnb,14236.13
Honolulu,August,5,44,Male,Villa,13184.01
Porto,March,17,60,Female,Eco-Lodge,13464.01
Phuket,January,16,45,Female,Vacation Rental,49807.93
Sydney,October,11,54,Female,Villa,8293.45
Cape Town,March,17,52,Female,Villa,15069.5
Sydney,February,12,31,Male,Hostel,43030.24
Salzburg,May,6,31,Male,Hotel,14756.92
Bali,May,14,61,Male,Airbnb,24802.18
Phuket,May,14,20,Male,Airbnb,10321.85
Marrakech,May,9,41,Female,Resort,29076.65
Porto,April,9,26,Male,Resort,24147.93
Paris,January,8,52,Female,Villa,29325.01
Bali,April,18,22,Female,Villa,49283.46
Salzburg,March,13,25,Male,Resort,44428.28
Dubai,June,6,60,Male,Hotel,21745.03
Paris,August,17,19,Male,Vacation Rental,32180.57
Berlin,May,8,61,Female,Airbnb,10114.91
Rio de Janeiro,January,5,27,Female,Villa,3321.92
Paris,November,14,24,Female,Hotel,21351.28
Copenhagen,July,14,57,Female,Eco-Lodge,44013.16
Marrakech,June,11,48,Female,Eco-Lodge,41366.27
Honolulu,September,16,22,Male,Vacation Rental,33130.94
Cairo,November,13,49,Male,Resort,9235.78
Salzburg,May,5,52,Male,Resort,17106.05
New York,February,14,49,Female,Resort,3977.92
Porto,October,17,27,Female,Eco-Lodge,24395.91
Cairo,September,10,34,Male,Hostel,8124.6
Dubai,December,13,41,Female,Hostel,23302.7
Vancouver,February,8,60,Male,Villa,44439.6
Salzburg,September,14,40,Male,Villa,10444.59
Porto,February,17,53,Female,Eco-Lodge,9886.52
Bali,August,8,32,Female,Eco-Lodge,40088.21
Salzburg,June,11,62,Male,Resort,41328.3
Barcelona,July,12,32,Male,Resort,31246.62
Copenhagen,September,14,57,Male,Hotel,16771.65
New York,August,17,32,Female,Hostel,15292.44
Salzburg,May,8,18,Female,Eco-Lodge,25994.79
Hoi An,July,13,63,Male,Hostel,49294.08
Luxembourg City,April,14,65,Female,Airbnb,15890.48
Amsterdam,December,8,39,Female,Vacation Rental,7215.69
Dubai,December,11,32,Female,Eco-Lodge,17213.1
Berlin,September,10,29,Male,Resort,25396.38
Copenhagen,April,18,22,Male,Airbnb,33380.26
Barcelona,September,12,50,Female,Hostel,46555.98
London,October,15,41,Female,Hostel,15983.43
Phuket,June,13,44,Male,Resort,2504.26
Copenhagen,December,13,56,Female,Vacation Rental,47728.16
Auckland,January,18,50,Male,Hostel,34039.77
Rio de Janeiro,October,15,55,Female,Hostel,21896.06
Phuket,June,14,45,Male,Resort,17384.2
Cape Town,January,8,26,Male,Villa,43024.48
Edinburgh,February,17,54,Male,Vacation Rental,38176.56
Luxembourg City,April,16,58,Female,Hotel,5418.64
Phuket,November,10,38,Male,Eco-Lodge,17342.49
Copenhagen,March,17,27,Male,Airbnb,38615.59
New York,June,8,28,Female,Airbnb,16283.17
Copenhagen,January,18,59,Male,Resort,38624.27
Honolulu,October,11,23,Male,Resort,27842.39
Tokyo,May,14,32,Male,Resort,39770.42
Phuket,August,6,20,Female,Villa,46310.94
Sydney,April,9,29,Male,Eco-Lodge,28551.59
Sydney,February,8,30,Female,Airbnb,1221.3
New York,May,9,58,Female,Hostel,38065.63
Marrakech,April,9,35,Male,Villa,27428.39
Porto,October,5,57,Female,Eco-Lodge,8344.73
Cape Town,December,14,28,Male,Villa,22439.75
Cairo,December,11,29,Female,Hostel,29372.73
Marrakech,April,9,53,Male,Eco-Lodge,42846.63
Honolulu,August,12,56,Male,Vacation Rental,48526.94
London,August,8,65,Female,Villa,44567.4
Honolulu,August,9,53,Female,Hostel,23633.52
Vancouver,April,15,53,Female,Resort,17276.01
Cartagena,December,8,46,Female,Villa,9901.49
London,October,6,19,Female,Vacation Rental,32397.8
Rome,October,17,38,Female,Hotel,22305.75
Marrakech,September,16,18,Female,Hostel,47517.45
Phuket,November,6,21,Male,Villa,20969.16
Seoul,April,15,57,Male,Eco-Lodge,19751.4
Reykjavik,May,8,49,Male,Hostel,36200.91
Barcelona,December,14,63,Female,Eco-Lodge,24383.35
Rio de Janeiro,October,5,51,Male,Hostel,26828.2
Honolulu,January,11,27,Female,Airbnb,13231.58
New York,August,16,26,Female,Airbnb,27377.41
Seoul,February,12,27,Male,Resort,7030.71
Edinburgh,September,6,23,Female,Resort,43355.49
London,December,12,49,Male,Airbnb,3669.58
Cape Town,February,8,27,Male,Airbnb,23429.6
Cartagena,April,6,61,Male,Resort,18240.36
Phuket,July,7,41,Female,Eco-Lodge,24031.76
Auckland,July,17,21,Female,Eco-Lodge,33467.68
Cartagena,June,18,62,Male,Airbnb,25939.56
Berlin,October,16,48,Female,Airbnb,13270.51
Seoul,April,9,61,Male,Hostel,33590.39
New York,April,8,53,Male,Villa,23027.78
Santorini,December,10,49,Female,Hotel,13200.67
Berlin,September,7,43,Female,Hotel,16819.46
Vancouver,May,15,26,Female,Hostel,7563.66
Kathmandu,January,6,56,Female,Hostel,34141.64
Honolulu,December,12,48,Female,Eco-Lodge,18505.86
Barcelona,July,9,47,Male,Hotel,1062.24
Cape Town,June,6,59,Male,Hostel,9528.61
Bali,April,16,59,Female,Eco-Lodge,3278.47
Rio de Janeiro,February,14,38,Male,Airbnb,35259.73
Berlin,February,18,38,Female,Hotel,10466.65
Bali,October,6,37,Male,Villa,32286.51
Reykjavik,August,16,39,Male,Villa,43070.87
Vancouver,November,18,29,Male,Vacation Rental,30093.64
Berlin,October,9,54,Male,Hotel,45836.06
Cancun,January,14,59,Male,Resort,16185.13
Honolulu,December,15,34,Male,Airbnb,32377.54
Luxembourg City,May,8,41,Female,Eco-Lodge,35411.23
Amsterdam,February,14,37,Male,Villa,11411.44
New York,August,13,21,Female,Airbnb,49479.59
Cairo,August,5,56,Female,Resort,31346.08
Paris,November,14,25,Female,Hotel,4141.06
Marrakech,May,6,46,Female,Hostel,24482.27
Seoul,November,18,54,Female,Eco-Lodge,45660.16
Phuket,July,12,36,Male,Resort,28295.31
Dubai,June,15,32,Male,Resort,8158.77
Tokyo,November,13,48,Female,Airbnb,7335.68
Porto,August,7,38,Female,Hostel,31609.19
Seoul,June,15,62,Male,Resort,1345.57
London,May,12,42,Female,Villa,39539.73
Berlin,November,10,22,Female,Villa,7532.38
Amsterdam,February,5,29,Male,Resort,16837.37
Cartagena,April,9,45,Female,Villa,42455.7
Luxembourg City,July,7,19,Female,Resort,34919.84
Salzburg,January,12,28,Male,Eco-Lodge,45190.54
Sydney,September,14,59,Male,Eco-Lodge,29231.62
Phuket,June,16,38,Male,Eco-Lodge,26924.06
Santorini,April,9,25,Female,Airbnb,47472.93
London,June,6,23,Male,Hostel,31282.54
Copenhagen,May,7,48,Female,Vacation Rental,9824.08
Santorini,May,12,64,Female,Eco-Lodge,17192.92
Kathmandu,July,9,63,Male,Resort,43103.15
Berlin,January,7,35,Female,Hostel,41104.96
Vancouver,June,15,49,Male,Vacation Rental,40396.05
Amsterdam,November,5,55,Female,Eco-Lodge,4820.9
Kathmandu,December,17,22,Female,Vacation Rental,4998.37
Barcelona,January,5,33,Female,Hostel,42077.64
Berlin,February,17,56,Female,Eco-Lodge,28528.2
Porto,February,11,53,Female,Airbnb,3849.09
Bali,September,8,46,Female,Villa,42768.9
Salzburg,December,16,58,Male,Eco-Lodge,11076.56
Santorini,March,5,52,Male,Eco-Lodge,35788.02
Kathmandu,February,18,54,Female,Eco-Lodge,19051.06
London,June,5,51,Male,Airbnb,26600.97
Luxembourg City,May,18,35,Female,Eco-Lodge,17470.45
Cape Town,April,8,63,Male,Villa,13391.11
Honolulu,October,12,28,Female,Eco-Lodge,49653.59
Santorini,October,17,28,Male,Eco-Lodge,48243.01
Amsterdam,October,9,37,Female,Airbnb,49061.36
Bali,March,10,25,Female,Hostel,26690.7
Hoi An,June,6,36,Female,Eco-Lodge,49764.39
Edinburgh,August,16,42,Male,Villa,12437.65
Seoul,September,16,55,Female,Vacation Rental,29981.83
Amsterdam,August,9,61,Female,Vacation Rental,23270.86
Kathmandu,December,8,58,Male,Airbnb,11446.96
Luxembourg City,February,17,46,Female,Vacation Rental,17017.51
Honolulu,March,6,34,Female,Vacation Rental,11977.42
Santorini,October,6,50,Female,Resort,26600.61
Phuket,December,11,50,Female,Eco-Lodge,19597.29
London,January,6,46,Female,Villa,39736.0
Berlin,May,14,43,Female,Hotel,4984.89
Santorini,December,8,23,Female,Resort,13438.69
Santorini,December,18,53,Male,Hostel,4976.92
Cartagena,June,14,38,Female,Vacation Rental,10176.54
Marrakech,June,14,60,Female,Villa,38338.55
Cartagena,October,5,44,Male,Airbnb,21529.51
Sydney,April,14,62,Female,Hostel,47910.93
Paris,June,17,18,Male,Hotel,49678.42
Reykjavik,May,9,60,Male,Resort,9706.19
Barcelona,July,7,49,Male,Vacation Rental,14743.14
Dubai,March,6,54,Female,Eco-Lodge,22825.66
London,July,12,54,Male,Villa,33729.58
Dublin,March,7,51,Female,Hotel,9400.32
Paris,March,11,59,Male,Vacation Rental,1136.42
Salzburg,December,9,18,Female,Villa,5076.4
Edinburgh,April,9,36,Male,Eco-Lodge,29416.04
Hoi An,February,8,49,Female,Vacation Rental,37436.9
Cape Town,July,16,46,Male,Airbnb,38631.4
Copenhagen,August,8,61,Male,Hotel,2858.34
Dubai,September,14,63,Female,Airbnb,42436.44
Rome,August,11,19,Male,Resort,26231.08
Sydney,January,14,22,Female,Hostel,10583.32
Tokyo,February,7,46,Male,Resort,4574.61
Marrakech,June,8,50,Female,Hotel,42165.19
Marrakech,November,11,55,Male,Airbnb,4435.29
Dubai,March,7,36,Female,Resort,16435.12
Cairo,February,12,23,Female,Hostel,28685.13
Honolulu,February,8,35,Male,Vacation Rental,27739.13
Honolulu,February,15,18,Male,Villa,28790.99
Honolulu,December,16,24,Male,Airbnb,13072.58
Porto,May,13,20,Male,Airbnb,25465.85
Copenhagen,March,16,38,Male,Resort,39965.58
Reykjavik,May,16,58,Male,Villa,31924.19
Hoi An,October,12,42,Female,Resort,42830.95
Santorini,April,17,19,Male,Villa,35374.81
Auckland,September,10,46,Male,Hostel,33543.64
Dublin,March,5,41,Female,Villa,42767.49
Dubai,March,13,58,Female,Hotel,2788.21
Sydney,June,10,53,Female,Vacation Rental,25857.51
Berlin,December,8,33,Female,Vacation Rental,34826.41
Dubai,September,8,41,Female,Villa,22943.67
Dublin,September,11,21,Male,Vacation Rental,45340.56
Paris,December,7,24,Male,Villa,35688.77
Salzburg,February,10,24,Female,Resort,33781.03
Barcelona,May,12,37,Female,Hotel,37342.79
Hoi An,February,10,21,Female,Vacation Rental,47286.45
Kathmandu,December,12,25,Male,Eco-Lodge,33318.94
Barcelona,September,13,65,Male,Resort,19908.02
Kathmandu,February,17,29,Male,Eco-Lodge,29001.21
Marrakech,December,11,31,Male,Villa,23230.36
Auckland,May,8,26,Female,Airbnb,30570.91
Berlin,April,9,47,Female,Vacation Rental,49388.29
Cape Town,August,16,55,Female,Hotel,19365.18
Amsterdam,December,12,59,Male,Villa,18753.1
Edinburgh,July,13,24,Male,Airbnb,17252.29
Sydney,January,13,19,Female,Villa,32027.36
Dublin,August,12,62,Male,Airbnb,40199.3
Kathmandu,April,10,35,Male,Villa,3299.79
Luxembourg City,June,8,42,Female,Hostel,14656.5
Seoul,February,17,42,Male,Villa,39318.06
Cancun,October,9,36,Male,Villa,1987.48
Auckland,March,17,39,Female,Villa,24875.52
Honolulu,October,11,51,Male,Resort,12951.65
Reykjavik,January,11,36,Male,Villa,45249.92
Cape Town,July,8,51,Female,Hotel,5747.65
New York,January,12,19,Male,Villa,30940.37
Paris,April,9,45,Male,Airbnb,4956.41
Kathmandu,September,8,32,Male,Hotel,17084.71
Honolulu,January,14,46,Female,Hotel,24709.01
Cape Town,July,14,37,Male,Vacation Rental,42742.09
Berlin,June,6,31,Female,Resort,40044.25
Cairo,November,12,54,Female,Vacation Rental,23450.5
Cairo,August,7,25,Male,Hotel,41693.02
Paris,January,13,29,Male,Hotel,34514.54
Tokyo,October,15,48,Male,Hotel,34864.18
Edinburgh,May,6,38,Male,Hotel,38545.33
Bali,March,10,57,Female,Airbnb,24009.45
Bali,December,16,60,Male,Hotel,12522.19
Dublin,September,16,55,Female,Eco-Lodge,29456.19
Cairo,March,10,42,Male,Villa,2403.63
Cartagena,February,16,44,Male,Vacation Rental,41741.97
Seoul,September,17,22,Female,Hotel,32946.1
Honolulu,February,18,41,Male,Villa,27311.85
Marrakech,May,5,52,Male,Hostel,20845.97
Hoi An,October,18,26,Male,Hostel,15000.09
Bali,April,13,38,Female,Airbnb,23958.05
New York,April,8,22,Female,Vacation Rental,43085.82
Paris,September,14,61,Male,Hotel,19914.32
Berlin,September,12,61,Male,Villa,41642.23
Hoi An,December,11,52,Female,Resort,12323.03
Hoi An,December,12,62,Female,Eco-Lodge,44653.33
Reykjavik,October,9,47,Female,Hotel,7021.39
Dubai,November,12,34,Female,Resort,18412.95
Paris,September,7,37,Male,Hotel,37790.82
Tokyo,April,5,62,Female,Hostel,21915.7
London,July,16,52,Male,Hostel,34639.73
Sydney,July,7,48,Male,Villa,36231.25
Salzburg,May,18,36,Male,Hostel,21451.54
Honolulu,December,12,48,Male,Vacation Rental,5437.06
Dublin,December,6,44,Male,Villa,3129.08
Dublin,August,10,20,Female,Resort,23807.88
Copenhagen,May,13,25,Female,Eco-Lodge,21046.62
Rome,August,17,42,Male,Airbnb,49379.59
Vancouver,September,13,37,Male,Resort,12904.32
Porto,August,17,33,Female,Vacation Rental,25256.34
Rio de Janeiro,April,14,61,Female,Vacation Rental,4787.03
Marrakech,August,6,61,Female,Hotel,33217.57
Paris,September,14,48,Male,Hostel,23795.73
Copenhagen,August,14,53,Male,Vacation Rental,43757.86
Berlin,March,10,49,Female,Eco-Lodge,1479.81
Amsterdam,November,15,56,Male,Eco-Lodge,26843.62
Edinburgh,October,9,28,Female,Eco-Lodge,39503.12
Luxembourg City,December,14,39,Male,Vacation Rental,21382.53
Tokyo,January,5,29,Male,Villa,40811.44
Bali,January,16,43,Female,Airbnb,18331.39
Copenhagen,February,17,55,Female,Hotel,39274.42
Sydney,September,15,43,Male,Vacation Rental,14529.36
Salzburg,February,5,60,Male,Resort,18643.44
Seoul,July,9,56,Female,Airbnb,48267.21
Porto,March,15,41,Male,Hostel,29078.63
Vancouver,February,6,46,Female,Villa,46569.22
Cape Town,December,11,22,Male,Airbnb,41708.15
Tokyo,November,14,26,Male,Villa,15060.81
London,June,14,60,Female,Hostel,14914.66
Rome,April,9,49,Female,Hotel,6648.15
Cartagena,May,11,57,Female,Eco-Lodge,43289.43
Hoi An,July,15,55,Female,Hostel,33661.54
Rome,December,18,60,Female,Eco-Lodge,34313.29
Kathmandu,January,11,26,Male,Villa,37335.64
Edinburgh,April,7,64,Female,Vacation Rental,13829.62
Amsterdam,October,6,61,Male,Resort,22223.44
New York,May,10,60,Female,Vacation Rental,33565.15
London,December,8,37,Female,Eco-Lodge,36212.05
Paris,February,9,43,Female,Eco-Lodge,9383.21
Luxembourg City,November,7,25,Female,Hostel,16134.4
Seoul,March,14,65,Female,Hotel,2206.22
Sydney,February,6,54,Male,Hostel,3949.51
Cartagena,April,16,36,Male,Hotel,5420.77
Cairo,March,18,30,Female,Vacation Rental,44245.9
Dubai,September,10,50,Male,Resort,46129.93
Cancun,October,17,37,Female,Eco-Lodge,25122.25
London,December,7,44,Male,Hostel,16255.03
Reykjavik,August,11,35,Female,Hostel,23056.33
Porto,July,13,65,Female,Vacation Rental,26485.95
Luxembourg City,December,8,27,Female,Resort,30162.82
Vancouver,May,18,63,Male,Villa,13299.02
Sydney,September,15,46,Female,Resort,26895.7
Sydney,April,18,19,Male,Hostel,34079.23
Edinburgh,March,18,58,Male,Eco-Lodge,11866.03
Dubai,October,5,52,Female,Hotel,29865.33
Cairo,August,5,32,Female,Eco-Lodge,23076.24
Auckland,May,15,45,Female,Eco-Lodge,39650.73
Rio de Janeiro,March,8,61,Male,Resort,1561.6
Luxembourg City,January,8,46,Male,Hostel,13240.52
Sydney,November,16,62,Female,Hotel,30545.48
Edinburgh,July,7,41,Male,Villa,13001.23
Dublin,March,9,35,Male,Hostel,2992.31
Paris,August,6,21,Male,Vacation Rental,44569.64
Paris,May,15,60,Male,Hostel,43746.77
Sydney,January,17,46,Female,Vacation Rental,47610.16
Cape Town,May,18,50,Female,Hotel,38725.99
Cancun,February,6,65,Female,Eco-Lodge,41515.82
Cancun,October,14,24,Female,Airbnb,8075.74
Reykjavik,October,16,46,Male,Hostel,24760.96
Hoi An,October,16,36,Female,Airbnb,41308.81
Luxembourg City,March,15,20,Male,Airbnb,22361.49
Vancouver,March,12,47,Male,Hotel,12144.14
Amsterdam,May,8,61,Male,Resort,27090.16
